Varenummer;Varegruppenavn;Varenavn;Pris;Beholdning;Vaegt;Modelbetegnelse;EAN nummer;Producentnavn;Leveringstid
94205;Hardware;Goobay RJ45 CAT6 UTP 0,5M Uskærmet flad hvid;0.94;0;0.0001;95150;4040849951503;Goobay;4
94209;Hardware;Goobay Line tester, network tester, cable tester;20.89;0;0.4;68858;4040849688584;Goobay;4
94498;Hardware;Goobay DVI (hun) til VGA (han) adapter;1.07;14;0.0001;68029;4040849680298;Goobay;0
94505;Hardware;Goobay DVI (han) til VGA (hun) adapter;1.61;50;0.0001;68030;4040849680304;Goobay;0
97541;Hardware;Goobay USB 2.0 fast ethernet network adapter;7.9;0;0.0001;95035;4040849950353;Goobay;4
97609;Hardware;Goobay HDMI til VGA adapter - Hvid;10.58;13;0.05;51758;4040849517587;Goobay;0
97614;Hardware;Goobay HDMI han to DVI-D hun adapter;2.01;7;0.0001;68930;4040849689307;Goobay;0
97616;Hardware;Goobay DVI-D > HDMI 2m Black;2.81;50;0.2;51580;4040849515804;Goobay;0
97618;Hardware;Goobay DisplayPort > HDMI 1.2 1m Black;6.56;50;0.1;51956;4040849519567;Goobay;0
97619;Hardware;Goobay DVI-D > HDMI 10m Black;6.56;6;0.9;51586;4040849515866;Goobay;0
97624;Hardware;Goobay HDMI hun til HDMI mini han;2.54;17;0.01;68841;4040849688416;Goobay;0
97625;Hardware;Goobay DVI-D > HDMI 1m Black;2.28;34;0.3;51579;4040849515798;Goobay;0
97626;Hardware;Goobay HDMI-plug to DVI-D plug 3M adapter;2.54;22;0.0003;50581;4040849505812;Goobay;0
97628;Hardware;Goobay HDMI > HDMI Mini 2.0 1m Black;2.28;8;0.05;31930;4040849319303;Goobay;0
97630;Hardware;goobay VGA-adapter 30cm;3.94;0;0.15;68737;4040849687372;Goobay;4
97632;Hardware;Goobay HDMI A-Jack to HDMI A-Jack adapter guld;1.07;17;0.0001;60729;4040849607295;Goobay;0
97633;Hardware;Goobay Displayport Male to VGA Female;7.9;36;0.1;63489;4040849634895;Goobay;0
97634;Hardware;Goobay MHL+ adapter to DVI;7.36;16;0.3;31969;4040849319693;Goobay;0
97636;Hardware;Goobay HDMI A-plug to HDMI A-Jack angled adapter;1.47;11;0.0001;51727;4040849517273;Goobay;0
97637;Hardware;Goobay HDMI A-Jack to HDMI A-Jack adapter plug;3.35;0;0.0001;60757;4040849607578;Goobay;4
97639;Hardware;Goobay DisplayPort > DVI-D 1.2 5m Black;10.58;29;0.7;51963;4040849519635;Goobay;0
97642;Hardware;Goobay DisplayPort > DVI-D 1.2 1m Black;8.7;17;0.3;51960;4040849519604;Goobay;0
97640;Hardware;Goobay DVI to HDMI+ adapter cable with audio line ;4.69;0;0.0003;95028;4040849950285;Goobay;4
97644;Hardware;Goobay HDMI+ with Ethernet 4K 1.0M flad Sort;2.54;8;0.1;31925;4040849319259;Goobay;0
97646;Hardware;Goobay HDMI+ with Ethernet 4K 3.0M flad Sort;2.68;22;0.4;31928;4040849319280;Goobay;0
97648;Hardware;Goobay USB- Micro USB flat cable 1 meter;2.01;20;0.02;63334;4040849633348;Goobay;0
97647;Computere & Tablets;Goobay HDMI+ with Ethernet 4K 5.0M flad Sort;4.69;0;0.6;31929;4040849319297;Goobay;4
97661;Hardware;Goobay USB Frontpanel 2xUSB3.0 sort 3,5/5,25;7.36;2;0.3;96104;4040849961045;Goobay;0
98590;Hardware;Goobay Touchscreen Gloves Size S Black;3.88;0;0.08;63639;4040849636394;Goobay;4
98652;Hardware;Goobay USB2,0 - Lightning kabel 1meter Hvid;6.03;21;0.0001;43320;4040849433207;Goobay;0
98684;Hardware;Goobay Sportbag for iPhone 5, 5C and 5S;2.01;16;0.05;63268;4040849632686;Goobay;0
98686;Hardware;Goobay USB2,0 - Lightning kabel 1meter Sort;6.56;10;0.0001;43322;4040849433221;Goobay;0
98693;Mobiler, Telefoni & Navigation;Goobay active DVB-T indoor antenna + PSU;13.26;0;0.5;67170;4040849671708;Goobay;4
98694;Mobiler, Telefoni & Navigation;Goobay active Full HD DVB-T indoor antenna + PSU;20.22;0;1;67179;4040849671791;Goobay;4
150130;Hjem & Hobby;Goobay LED pære 3W E14 Kugle Hvid;5.22;29;0.0001;30279;4040849302794;Goobay;0
150131;Hjem & Hobby;Goobay LED pære 3W E14 candle hvid;3.88;21;0.05;30278;4040849302787;Goobay;0
150176;Hjem & Hobby;Goobay LED mini globe bulb 3W E14 varm hvid;3.88;3;0.0002;30276;4040849302763;Goobay;0
200421;;Kingston DataTraveler 101 G2 4GB;3.88;1;0.1;DT101G2/4GB;;;0
280027;Hardware;Edifier Studio 980T Sort Højttalere;44.05;0;0.004;R980;6923520263899;Edifier;0
352600;;Richardson Sheffield Knivsæt Kyu 3 dele;6.56;9;0.015;FB0124-Bonus;;;0
500014;Hardware;Goobay USB 2.0 aktiv extender kabel 10M;8.7;7;0.0005;95119;4040849951190;Goobay;0
501964;Hardware;Goobay USB til Mikro USB kabel 1,0m sort (retail);2.01;0;0.0001;46800;4040849468001;Goobay;4
502350;Hardware;Goobay USB serial converter RS232 1,5M;5.22;24;0.0003;68875;4040849688751;Goobay;0
502463;Hardware;Goobay USB converter 1.5M RS232 Mini ver.;6.43;35;0.09;93128;4040849931284;Goobay;0
504145;Mobiler, Telefoni & Navigation;Goobay MHL microUSB - VGA + audio Converter;23.97;0;0.0002;31968;4040849319686;Goobay;4
985882;Hardware;Goobay DisplayPort > HDMI 1.2 2m Black;9.24;50;0.3;51957;4040849519574;Goobay;0
985886;Mobiler, Telefoni & Navigation;Goobay TV EasyFold M double 17-42 sort;26.51;4;3.5;63484;4040849634840;Goobay;0
985953;Hardware;Goobay aluminium kabel skinne 33mm x 1.1m hvid;9.24;0;0.0003;90727;4040849907272;Goobay;4
985962;Hardware;Goobay 12V Power Supply 18,0W for 1,5A - 5,5mm;9.24;0;0.0003;57289;4040849572890;Goobay;4
985963;Hardware;Goobay 12V Power Supply 27,0 W for 2,25A - 5,5mm;8.7;0;0.0003;57292;4040849572920;Goobay;4
985974;Hardware;Goobay Audio cable 3m slim 3.5 mm stereo jack sort;1.34;20;0.0003;69108;4040849691089;Goobay;0
985976;Hardware;Goobay Audio cable 1m slim 3.5 mm stereo jack hvid;0.8;50;0.0002;69111;4040849691119;Goobay;0
985979;Hardware;Goobay Audio cable 1m slim 3.5 mm stereo jack sort;0.8;42;0.0002;69117;4040849691171;Goobay;0
985984;Hardware;Goobay USB 2.0 sound card headset adapter;3.88;0;0.01;96291;4040849962912;Goobay;4
985986;Hardware;Goobay audio extension cable 1M slim 3.5mm hvid;0.94;5;0.0001;97114;4040849971143;Goobay;0
985987;Hardware;Goobay audio extension cable 3M slim 3.5mm sort;1.34;9;0.0001;97120;4040849971204;Goobay;0
985989;Hardware;Goobay audio extension cable 5M slim 3.5mm sort;1.34;0;0.0002;97122;4040849971228;Goobay;4
986046;Hardware;Goobay RJ45 CAT5e UTP 0,25 meter hvid;0.54;0;0.0001;93489;4040849934896;Goobay;4
986127;Hardware;Goobay USB 2.0 90° vinklet adapter hun til han;1.61;0;0.0001;68920;4040849689208;Goobay;4
986141;Hardware;Goobay Univesal power supply 12-24V 150W;34.68;23;0.0004;55004;4040849550041;Goobay;0
986183;Hardware;Goobay Ladersæt 220V 1Amp lightning 1m sort;2.54;50;0.2;40707;;Goobay;0
986184;Hardware;Goobay RJ45 CAT 6 S/FTP CCA 305m Grey;57.44;3;8;95693;4040849956935;Goobay;0
1036271;Hardware;Goobay 2 Bay 2.5 - 3.5 Harddisk mounting set;1.74;50;0.0003;95875;4040849958755;Goobay;0
1981017;Hardware;Goobay ATX20 pin til ATX24 pin adapter kabel;1.21;50;0.1;68513;4040849685132;Goobay;0
987668623;Hardware;DeLOCK USB-adapter Sort;2.44;0;0.01;65155;4043619651559;DeLOCK;4
987674753;Hardware;DeLOCK HDMI adapter HDMI Sort ;7.31;0;0.06;65258;4043619652587;DeLOCK;4
987676768;Hardware;Intenso SSD 512GB 2.5 SATA-600;46.73;9;0.08;3812450;4034303017546;Intenso;0
987719582;Hardware;Goobay Mini DisplayPort > DisplayPort 1.2 2m White;6.56;0;0.08;52859;4040849528590;Goobay;4
988110666;Hardware;19V 9.5A 180W Plug  5.5*2.5;72.42;0;1;MBA50112;5711045845703;EET Europarts;3
988521466;Hardware;Goobay HDMI > HDMI Micro 2.0 5m Black;3.35;6;0.1;31944;4040849319440;Goobay;0
988522887;Hardware;Goobay USB Charger 230V (1A) Hvid;3.88;48;0.02;43747;4040849437472;Goobay;0
988525164;Hardware;Goobay RJ45 CAT 5e U/UTP CCA 10m Blue;2.01;0;0.001;68345;4040849683459;Goobay;4
988527940;Hardware;Goobay RJ 45 UTP 305 Meter CAT 6A solid;123.57;0;0.004;96097;4040849960970;Goobay;4
988908947;Hardware;Acer B326HK 32 3840 x 2160 DVI HDMI DisplayPort Mini DisplayPort MHL 60Hz  ;589.02;1;12;UM.JB6EE.005;4713147571215;Acer;0
989055089;Hardware;Noctua NH-D9DX i4 3U Processor-køler;50.55;0;0.53;NH-D9DX i4 3U;4716123315599;Noctua;5
989142610;Hardware;DeLock Seriel adapter USB 128Kbps Kabling;7.9;10;0.09;62582;4043619625826;DeLOCK;0
989467803;Hardware;Goobay RJ45 CAT 6 U/UTP 100m Outdoor Sort;18.08;0;0.001;57199;4040849571992;Goobay;4
989495405;Hardware;Ricoh 3000 sider ;50.88;0;0.43;407323;4961311885358;Ricoh;5
989503022;Hardware;Cisco SFP+ transceiver modul 10 Gigabit Ethernet Indstiksmodul;160.24;0;0.08;SFP-10G-SR-S=;0882658782466;Cisco Systems;5
989531971;Hardware;snom M325 Trådløs VoIP-telefon;138.57;0;0.753;3955;4260314890063;snom technology;5
989556807;Hardware;goobay Video / lyd adapter DisplayPort / HDMI 10cm Hvid;7.25;0;0.0003;67880;4040849678806;Goobay;4
989556808;Hardware;Goobay DisplayPort adapter til HDMI med audio sort;7.36;33;0.0003;67881;4040849678813;Goobay;0
989738570;Hardware;Goobay DisplayPort kabel 1 meter 20pin med sikring;5.09;0;0.2;68798;4040849687983;Goobay;4
989744428;Hardware;Brother - ( 230 V ) - fikseringsenhed - for Brother DCP-9020CDN, DCP-9020CDW, MFC-9140CDN, MFC-9330CDW, MFC-9340CDW;104.87;0;1;LR2232001;5712505339343;Brother;5
989756030;Hardware;iiyama ProLite T2735MSC-B2 27 1920 x 1080 DVI VGA (HD-15) HDMI MHL;397.67;0;8.2;T2735MSC-B2;4948570114115;Iiyama;5
989759665;Hardware;Samsung S24E200BL 23.6 1920 x 1080 DVI VGA (HD-15);107.98;1;4.06;LS24E20KBL/EN;8806086882262;Samsung;0
989759666;Hardware;Samsung S22E450MW 22 1680 x 1050 DVI VGA (HD-15) 60Hz Pivot Skærm;129.61;0;5.03;LS22E45KMWV/EN;8806086875257;Samsung;4
989759667;Hardware;Samsung S22E450BW 22 1680 x 1050 DVI VGA (HD-15) 60Hz Pivot Skærm;98.95;22;5.03;LS22E45KBWV/EN;8806086969093;Samsung;0
989759668;Hardware;Samsung S24E450BL 23.6 1920 x 1080 DVI VGA (HD-15) 60Hz Pivot Skærm;106.98;14;5.48;LS24E45KBL/EN;8806086923712;Samsung;0
989766732;Hardware;Goobay DisplayPort kabel 5 meter 20pin med sikring;7.9;23;0.5;65925;4040849659256;Goobay;0
989783635;Hardware;DeLOCK USB 2.0 USB-C adapter 15cm Sort;3.48;19;0.02;65579;4043619655793;DeLOCK;0
989789522;Hardware;SanDisk Ultra 256GB;28.65;24;0.01;SDCZ48-256G-U46;0619659125974;SanDisk;0
989791274;Hardware;DeLOCK HDMI Repeater - Video/audio ekspander - op til 30 m;14.06;7;0.94;11403;4043619114030;DeLOCK;0
989791278;Hardware;DeLOCK - Lagringskontrol - mSATA - SATA;12.86;0;1;62644;4043619626441;DeLOCK;4
989791282;Hardware;DeLOCK Seriel ATA-kabel Lilla 30cm ;2.86;0;1;83690;4043619836901;DeLOCK;4
989791283;Hardware;DeLOCK Seriel ATA-kabel Lilla 50cm;3.06;0;1;83691;4043619836918;DeLOCK;4
989791284;Hardware;DeLOCK Seriel ATA-kabel Lilla 1m;3.46;0;1;83692;4043619836925;DeLOCK;4
989791287;Hardware;DeLOCK Seriel ATA-kabel Lilla 30cm ;2.86;0;1;83695;4043619836956;DeLOCK;4
989791289;Hardware;DeLOCK Seriel ATA-kabel Lilla 1m ;3.46;0;1;83697;4043619836970;DeLOCK;4
989791288;Hardware;DeLOCK Seriel ATA-kabel Lilla 50cm ;3.06;0;1;83696;4043619836963;;4
989791305;Hardware;DeLOCK Micro USB OTG Card Reader  USB 3.0 A male Kortlæser USB 2.0/USB 3.0;4.81;0;0.04;91734;4043619917341;DeLOCK;4
989794288;Hardware;Fractal Design Node 202 Desktopmodel Mini ITX Ingen strømforsyning Sort;70.85;2;3.5;FD-CA-NODE-202-BK;7350041082675;Fractal Design;0
989794289;Hardware;Fractal Design Node 202 Desktopmodel Mini ITX 450Watt Strømforsyning Sort;110.33;1;3.5;FD-MCA-NODE-202-AA-EU;7350041083986;Fractal Design;0
989795801;Hardware;ASUS BW-16D1H-U PRO BD-RE-enhed;113.82;0;1.16;90DD01L0-M69000;4716659921622;ASUSTeK COMPUTER;5
989799130;Hardware;HP Officejet 7510 Wide Format All-in-One Blækprinter;120.37;19;13.02;G3J47A#A80;0888793859940;Hewlett-Packard;0
989799158;Mobiler, Telefoni & Navigation;DVB-T DIA-11 antenna, 4G/LTE filtre;11.69;0;0.001;67184;;;4
989800204;Hardware;DeLOCK 1.8 Converter Micro SATA 16 Pin > M.2 NGFF Lagringskontrol;15.59;0;1;62636;4043619626366;DeLOCK;4
989805976;Hardware;Kingston DataTraveler Micro 3.1 16GB;4.82;21;0.01;DTMC3/16GB;0740617242775;Kingston Technology;0
989805978;Hardware;Kingston DataTraveler Micro 3.1 64GB;9.91;0;0.01;DTMC3/64GB;0740617242874;Kingston Technology;4
989805977;Hardware;Kingston DataTraveler Micro 3.1 32GB;6.03;12;0.01;DTMC3/32GB;0740617242829;Kingston Technology;0
989806332;Hardware;Verbatim Store 'n' Go Harddisk Portable 1TB 2.5 USB 3.0 ;44.35;0;0.45;53194;4007249531940;Verbatim;8
989806331;Hardware;Verbatim Store 'n' Go Harddisk Portable 500GB 2.5 USB 3.0;34.28;6;0.467;53193;0046928531936;Verbatim;0
989806334;Hardware;Verbatim Store 'n' Go Harddisk Portable 500GB 2.5 USB 3.0 ;39.62;0;0.45;53196;0023942531968;Verbatim;5
989806335;Hardware;Verbatim Store 'n' Go Harddisk Portable 1TB 2.5 USB 3.0;41.37;1;0.443;53197;4007249531971;Verbatim;0
989808004;Hardware;Verbatim Store 'n' Go Harddisk Portable 2TB 2.5 USB 3.0 ;69.48;0;0.45;53198;4021499531987;Verbatim;5
989812566;Hardware;Logitech PTZ Pro Camera;306.36;1;0.59;960-001022;5099206057197;Logitech;0
989815893;Mobiler, Telefoni & Navigation;Jabra BIZ 2400 II USB Duo BT MS Trådløs Sort Headset;121.79;0;0.08;2499-823-209;5706991017779;Jabra;3
989815902;Mobiler, Telefoni & Navigation;Jabra BIZ 2400 II USB Duo CC MS Kabling Sort Headset ;115.96;0;0.08;2499-823-309;5706991017816;Jabra;3
989815906;Mobiler, Telefoni & Navigation;Jabra BIZ 2400 II USB Mono CC Kabling Sort Headset;106.78;0;0.05;2496-829-309;5706991017786;Jabra;5
989816528;Mobiler, Telefoni & Navigation;Logitech Stereo H111 Kabling Sort Headset;11.25;43;0.11;981-000593;5099206057340;Logitech;0
989816529;Mobiler, Telefoni & Navigation;Logitech Stereo H151 Kabling Sort Headset;14.59;6;0.11;981-000589;5099206057333;Logitech;0
989816531;Hardware;Logitech Z533 2.1-kanal Sort Højttalersystem;56.64;11;1;980-001054;5099206058675;Logitech;0
989817644;Hardware;Windows 10 Home Svensk;97.61;2;0.05;KW9-00125;0885370922127;Microsoft;0
989817646;Hardware;Windows 10 Pro Svensk;136.94;0;0.05;FQC-08982;0885370921458;Microsoft;5
989817648;Hardware;Windows 10 Home Norsk;104.36;0;0.05;KW9-00128;0885370922158;Microsoft;5
989817650;Hardware;Windows 10 Pro Norsk;137.73;0;0.05;FQC-08917;0885370920802;Microsoft;2
989817685;Hardware;Edifier R12U Hvid Sølv Højttalere;7.9;35;1;R12UWHITE;6923520264803;Edifier;0
989817686;Hardware;Edifier R12U Sølv Sort Højttalere;7.9;44;1;R12UBLACK;6923520264759;Edifier;0
989817758;Hardware;Windows 10 Home Dansk;94.93;28;0.046666;KW9-00151;885370922387;Microsoft;0
989817760;Hardware;Windows 10 Home;85.56;30;0.045714;KW9-00139;885370922264;Microsoft;0
989817786;Hardware;Windows 10 Pro Dansk;125.73;31;0.05;FQC-08927;885370920901;Microsoft;0
989817788;Hardware;Windows 10 Pro Engelsk;93.59;50;0.01;FQC-08929;885370920925;Microsoft;0
989819625;Hardware;Kingston DataTraveler microDuo 3C 32GB;6.56;5;0.01;DTDUO3C/32GB;0740617243024;Kingston Technology;0
989819626;Hardware;Kingston DataTraveler microDuo 3C 64GB;11.28;3;0.01;DTDUO3C/64GB;0740617243079;Kingston Technology;0
989821264;Hardware;Logitech G29 Driving Force Sort;179.29;11;1;941-000112;5099206057302;Logitech;0
989821360;Hardware;Crucial DDR3L  16GB kit 1600MHz CL11     ;71.27;0;0.05;CT2K102464BD160B;0649528762245;Crucial;5
989822114;Hardware;ASUS Hyper Kit Lagringskontrol ;15.21;0;0.01;90MC03F0-M0EAY0;4712900063424;ASUSTeK COMPUTER;5
989822796;Hardware;HP Toner/CE251YC Contractual Cyan Cart;140.46;1;0.82;CE251YC;889296095477;Hewlett-Packard;0
989822798;Hardware;HP Toner/CE253YC Contractual MagentaCart;141.13;0;0.82;CE253YC;889296095491;Hewlett-Packard;5
989822797;Hardware;HP Toner/CE252YC Contractual Yellow Cart;140.46;1;0.82;CE252YC;889296095484;Hewlett-Packard;0
989823028;Hardware;Logitech G920 Driving Force Sort;175.49;7;1;941-000123;5099206058996;Logitech;0
989823029;Hardware;Logitech Driving Force Shifter Sort;37.22;22;0.72;941-000130;5099206057661;Logitech;0
989826583;Hardware;Logitech Z333 2.1-kanal Sort Højttalersystem;35.48;17;1;980-001202;50992060597017;Logitech;0
989828962;Hardware;Transcend StoreJet Harddisk 35T3 8TB 3.5 USB 3.0;216.74;0;1.04;TS8TSJ35T3;0760557832898;Transcend Information;5
989842826;Hardware;CORSAIR Vengeance DDR4  8GB kit 2133MHz CL13;66.24;2;0.55;CMK8GX4M2A2133C13;0843591069649;Corsair;0
989842873;Hardware;CORSAIR Vengeance DDR4  16GB kit 2666MHz CL16;71.15;0;0.113333;CMK16GX4M2A2666C16R;0843591069625;Corsair;5
989842828;Hardware;CORSAIR Vengeance DDR4  8GB kit 2133MHz CL13;55.24;2;0.4;CMK8GX4M2A2133C13R;0843591069687;Corsair;0
989845308;Hardware;Intel Thermal Solution BXTS15A Processor-køler;23.72;0;0.62;BXTS15A;5032037075824;Intel;2
989846868;Hardware;Canon PIXMA MG3650 Blækprinter;52.62;23;5.4;0515C006;4549292036329;Canon;0
989849091;Hardware;Logitech BLOK Beskyttelsescover Sort  iPad Air 2;11.38;2;0.17;939-001256;5099206058699;Logitech;0
989851721;Hardware;Edifier CineSound B7 2.1-kanal Sort Lydbarsystem;160.54;6;6.24;B7;6923520264742;Edifier;0
989851720;Hardware;Edifier CineSound B3 Sort Lydbar;80.2;50;4.1;B3;6923520264704;Edifier;0
989855445;Hardware;HyperX FURY DDR4  4GB 2400MHz CL15;20.37;0;0.106666;HX424C15FB/4;0740617244335;Kingston Technology;7
989855446;Hardware;HyperX FURY DDR4  4GB 2666MHz CL15;20.55;0;0.056666;HX426C15FB/4;0740617244373;Kingston Technology;6
989855448;Hardware;HyperX FURY DDR4  8GB kit 2400MHz CL15;40.75;0;0.1;HX424C15FBK2/8;0740617244342;Kingston Technology;4
989855450;Hardware;HyperX FURY DDR4  8GB kit 2666MHz CL15;39.5;0;0.1;HX426C15FBK2/8;0740617244380;Kingston Technology;4
989855548;Mobiler, Telefoni & Navigation;Edifier Luna Eclipse kabel 5 meter;13.26;22;0.001;Edifier_5m_Cable;;Edifier;0
989856711;Hardware;ASUS MG278Q 27 2560 x 1440 DVI HDMI DisplayPort 144Hz Pivot Skærm;363.21;0;7.65;90LM01S0-B01170;4712900087666;ASUSTeK COMPUTER;7
989857813;Hardware;Goobay 3V bundkort batteri CR2025;0.54;50;0.05;23488;4040849234880;Goobay;0
989864063;Hardware;WD Blue Harddisk WD5000LPCX 500GB 2.5 SATA-600 5400rpm;30.66;3;0.09;WD5000LPCX;0718037810775;Western Digital;0
989872653;Hardware;Epson Expression Photo XP-960 Blækprinter;172.14;2;8.7;C11CE82402;8715946549637;Epson;0
989872665;Hardware;Epson EcoTank ET-4500 Blækprinter;200.71;13;6.3;C11CE90402;8715946552439;Epson;0
989875156;Hardware;TRENDnet TEW 821DAP AC1200 Dual Band  Access Point 867Mbps;86.76;7;0.46;TEW-821DAP;0710931130577;TRENDnet;0
989881016;Hardware;Intenso Harddisk Memory Board 1TB 2.5 USB 3.0 5400rpm;43.52;4;0.17;6028660;4034303022878;Intenso;0
989882582;Hardware;TRENDnet TEG S16D Switch 16-porte Gigabit;45.12;5;0.64;TEG-S16D;0710931140118;TRENDnet;0
989882583;Hardware;TRENDnet TEG S24D Switch 24-porte Gigabit;59.05;6;1.6;TEG-S24D;0710931140132;TRENDnet;0
989885432;Hardware;MSI SteelSeries Kinzu V3 bundle;28.39;39;0.11;MSI SteelSeries Kinzu V3 bundle;;MSI;0
989886488;Hardware;Ubiquiti Unifi AP-AC Lite 867Mbps;65.88;50;0.17;UAP-AC-LITE;0810354023521;Ubiquiti Networks;0
989886489;Hardware;Ubiquiti Unifi AP-AC Long Range 867Mbps;81.41;50;0.24;UAP-AC-LR;0810354023507;Ubiquiti Networks;0
989886490;Hardware;Ubiquiti Unifi AP-AC Pro 1300Mbps;115.42;50;0.35;UAP-AC-PRO;0810354023514;Ubiquiti Networks;0
989886491;Hardware;Ubiquiti Unifi AP-AC EDU 1300Mbps;317.26;0;1.8;UAP-AC-EDU;0810354024245;Ubiquiti Networks;7
989894285;Hardware;Ozone Ground Level S;5.22;50;0.05;OZGLEVELS;8436532172854;OZONE Gaming Gear;0
989894288;Hardware;Ozone Ground Level EVO;18.61;21;1;OZGLEVELEVO;8436532172861;OZONE Gaming Gear;0
989901752;Hardware;Apple iPad mini 4 Wi-Fi 7.9 128GB Guld Apple iOS 12 ;391.07;0;0.3;MK9Q2KN/A;0888462369190;Apple;1
989920974;Hardware;E5 klude til rengring af skrme;1.61;38;0.1;RE00093;;e5;0
989921137;Hardware;Intel CPU Core  I3-6320 3.9GHz Dual-Core LGA1151;96.94;1;0.275;BX80662I36320;5032037080095;Intel;0
989921142;Hardware;Intel CPU Pentium G4520 3.6GHz Dual-Core LGA1151;51.63;0;0.302;BX80662G4520;5032037079723;Intel;6
989921143;Hardware;Intel CPU Pentium G4500 3.5GHz Dual-Core LGA1151;61.97;0;0.278333;BX80662G4500;5032037079471;Intel;6
987660749;Hardware;Epson Perfection V370 Photo Flatbed-scanner Desktopmodel ;122.66;0;2.2;B11B207312;8715946522371;Epson;5
987724300;Hardware;Honeywell MS3780 Fusion Stregkodescanner Håndmodel;140.46;2;0.2;MK3780-61A38;5052217226648;Honeywell;0
987692167;Hardware;Honeywell VoyagerCG 9540 Stregkodescanner Håndmodel;67.95;0;0.15;MK9540-37A38;5035042016561;Honeywell;5
987658080;Hardware;Honeywell MS7120 Orbit Stregkodescanner Desktopmodel;119.03;3;0.4;MK7120-31A38;5052178789466;Honeywell;0
988076883;Hardware;Samsung - LCD-displaysamling;113.21;0;0.23;GH97-14635A;;Samsung;3
988108141;Hardware;Brother - ( 230 V ) - fikseringsenhed - for MFC 9140CDN;113.57;0;1;LY6754001;5711045922664;Brother;5
988491749;Hardware;Datalogic QuickScan QD2430 Stregkodescanner Håndmodel;104;6;0.14;QD2430-BKK1B;5712505141496;Datalogic;0
988552748;Hardware;Lenovo ;79.1;0;1;04X0121;;Lenovo;3
988702730;Hardware;Cisco Small Business Smart  SG220-26P Switch 26-porte Gigabit  PoE;234.06;0;3.7;SG220-26P-K9-EU;0882658625060;Cisco Systems;5
988785576;Hardware;Crucial DDR3  4GB 1866MHz CL13   SO-DIMM  204-PIN;20.18;0;0.02;CT51264BF186DJ;0649528762672;Crucial;5
988747957;Hardware;RAIJINTEK EreBoss Processor-køler;26.24;0;1.28;0P105250;4715109920031;RAIJINTEK;5
989055993;Hardware;CORSAIR Vengeance DDR4  32GB kit 2133MHz CL13;142.24;0;0.28;CMK32GX4M4A2133C13;0843591055062;Corsair;5
989048709;Hardware;CORSAIR Vengeance DDR4  16GB kit 2400MHz CL14     ;86.62;0;0.23;CMK16GX4M4A2400C14R;0843591054928;Corsair;5
989048712;Hardware;CORSAIR Vengeance DDR4  32GB kit 2666MHz CL16     ;133.57;0;0.2075;CMK32GX4M4A2666C16R;0843591056434;Corsair;5
989048713;Hardware;CORSAIR Vengeance DDR4  32GB kit 2666MHz CL16     ;142.31;0;0.2075;CMK32GX4M4A2666C16B;0843591056533;Corsair;5
989581708;Hardware;ASUS PB328Q 32 2560 x 1440 DVI VGA (HD-15) HDMI DisplayPort Pivot Skærm;417.11;0;11.8;PB328Q;4716659987512;ASUSTeK COMPUTER;7
989774777;Hardware;BenQ BL2420PT 23.8 2560 x 1440 DVI VGA (HD-15) HDMI DisplayPort Pivot Skærm;200.52;0;7;9H.LCWLA.TBE;4718755054495;BenQ;7
989831738;Hardware;Cisco - Rack-monteringspakke - for ASA 5506-X, 5506-X with FirePOWER Services;104.32;0;1;ASA5506-RACK-MNT=;0882658791727;Cisco Systems;5
989842824;Hardware;CORSAIR Vengeance DDR4  8GB 2666MHz CL16;35.88;12;0.386666;CMK8GX4M1A2666C16;0843591069564;Corsair;0
989842825;Hardware;CORSAIR Vengeance DDR4  8GB 2666MHz CL16;48.33;1;0.373333;CMK8GX4M1A2666C16R;0843591069717;Corsair;0
989842831;Hardware;CORSAIR Vengeance DDR4  8GB kit 2666MHz CL16;41.44;0;0.113333;CMK8GX4M2A2666C16R;0843591069670;Corsair;5
989842829;Hardware;CORSAIR Vengeance DDR4  8GB kit 2400MHz CL14     ;41.18;0;0.12;CMK8GX4M2A2400C14R;0843591069366;Corsair;5
989842830;Hardware;CORSAIR Vengeance DDR4  8GB kit 2666MHz CL16;38.08;0;0.3325;CMK8GX4M2A2666C16;0843591069540;Corsair;5
989842871;Hardware;CORSAIR Vengeance DDR4  16GB kit 2400MHz CL14;62.16;0;0.3325;CMK16GX4M2A2400C14R;0843591069588;Corsair;5
989842872;Hardware;CORSAIR Vengeance DDR4  16GB kit 2666MHz CL16;62.8;8;0.335;CMK16GX4M2A2666C16;0843591069618;Corsair;0
989842875;Hardware;CORSAIR Vengeance DDR4  16GB kit 2133MHz CL13;61.07;0;0.105;CMK16GX4M2A2133C13R;0843591069694;Corsair;5
989842876;Hardware;CORSAIR Vengeance DDR4  16GB kit 2133MHz CL13;70.81;1;0.105;CMK16GX4M2A2133C13;0843591069656;Corsair;0
989851028;Hardware;CORSAIR Dominator DDR4  16GB kit 3000MHz CL15;90.7;0;0.34;CMD16GX4M2B3000C15;0843591069779;Corsair;5
989851033;Hardware;CORSAIR Vengeance DDR4  16GB kit 3000MHz CL15;66.81;0;0.11;CMK16GX4M2B3000C15;0843591070010;Corsair;0
